isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description
9780152018481,0152018484,How I Became a Pirate,Melinda Long;David Shannon,Juvenile Fiction,http://books.google.com/books/content?id=9OdooYJSetgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Jeremy Jacob joins Braid Beard and his pirate crew and finds out about pirate language, pirate manners, and other aspects of their life.",2003.0,4.08,44.0,23328.0,How I Became a Pirate,"9780152018481 Jeremy Jacob joins Braid Beard and his pirate crew and finds out about pirate language, pirate manners, and other aspects of their life."
9780152046996,0152046992,The Secret School,Avi,Juvenile Fiction,http://books.google.com/books/content?id=rxRCOQL6y38C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In 1925, fourteen-year-old Ida Bidson secretly takes over as the teacher when the one-room schoolhouse in her remote Colorado area closes unexpectedly. Reprint.",2003.0,3.78,176.0,3540.0,The Secret School,"9780152046996 In 1925, fourteen-year-old Ida Bidson secretly takes over as the teacher when the one-room schoolhouse in her remote Colorado area closes unexpectedly. Reprint."
9780152056780,0152056785,Voices,Ursula K. Le Guin,Juvenile Fiction,http://books.google.com/books/content?id=KcGWrlJYOC0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Young Memer takes on a pivotal role in freeing her war-torn homeland from its oppressive captors.,2006.0,3.87,341.0,3353.0,Voices,9780152056780 Young Memer takes on a pivotal role in freeing her war-torn homeland from its oppressive captors.
9780152057084,0152057080,Apple Pie Fourth of July,Janet S. Wong;Margaret Chodos-Irvine,Juvenile Fiction,http://books.google.com/books/content?id=am2MMqEefUAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,A Chinese American child fears that the food her parents are preparing to sell on the Fourth of July will not be eaten.,2006.0,3.71,40.0,298.0,Apple Pie Fourth of July,9780152057084 A Chinese American child fears that the food her parents are preparing to sell on the Fourth of July will not be eaten.
9780152057664,0152057668,Frankenstein Makes a Sandwich,Adam Rex,Juvenile Nonfiction,http://books.google.com/books/content?id=OUJaTc8S874C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Stories in verse about the monster-sized problems Dracula, Wolfman, Bigfoot and other monsters have.",2006.0,4.21,40.0,1860.0,Frankenstein Makes a Sandwich,"9780152057664 Stories in verse about the monster-sized problems Dracula, Wolfman, Bigfoot and other monsters have."
9780156003650,0156003651,The Double Flame,Octavio Paz,Literary Collections,http://books.google.com/books/content?id=yPGjTarB_dcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of essays examines the themes of love and sex in literature, from Plato to modern fiction",1996.0,4.21,276.0,577.0,The Double Flame: Love and Eroticism,"9780156003650 A collection of essays examines the themes of love and sex in literature, from Plato to modern fiction"
9780156004800,0156004801,All the King's Men,Robert Penn Warren,Fiction,http://books.google.com/books/content?id=UXbYLVYR790C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Willie Stark's obsession with political power leads to the ultimate corruption of his gubernatorial administration,1982.0,4.09,439.0,45975.0,All the King's Men,9780156004800 Willie Stark's obsession with political power leads to the ultimate corruption of his gubernatorial administration
9780156011464,0156011468,"Poems, New and Collected, 1957-1997",Wislawa Szymborska;Stanisław Barańczak;Clare Cavanagh,Poetry,http://books.google.com/books/content?id=wt4sO8GUBX8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Provides one hundred poems including the author's ""View with a Grain of Sand,"" and sixty-four newly-translated selections.",2000.0,4.42,296.0,2454.0,"Poems, New and Collected, 1957-1997","9780156011464 Provides one hundred poems including the author's ""View with a Grain of Sand,"" and sixty-four newly-translated selections."
9780156026987,0156026988,Tales from Margaritaville,Jimmy Buffett,Fiction,http://books.google.com/books/content?id=x6Z56Md25n4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The singer/songwriter displays his gift for creating witty, laid-back Southern stories in a collection of bizarre tales and thoughtful essays",2002.0,3.9,230.0,2366.0,Tales from Margaritaville: Fictional Facts and Factual Fictions,"9780156026987 The singer/songwriter displays his gift for creating witty, laid-back Southern stories in a collection of bizarre tales and thoughtful essays"
9780156029322,0156029324,Mrs. Dalloway's Party,Virginia Woolf;Stella McNichol,Fiction,http://books.google.com/books/content?id=MRBmu3paHaQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Seven short stories continue or extend Virginia Woolf's ideas about the party created by Mrs. Dalloway in her landmark 1925 novel Mrs. Dalloway. Reprint.,2003.0,3.87,80.0,398.0,Mrs. Dalloway's Party: A Short Story Sequence,9780156029322 Seven short stories continue or extend Virginia Woolf's ideas about the party created by Mrs. Dalloway in her landmark 1925 novel Mrs. Dalloway. Reprint.
9780156030472,0156030470,To the Lighthouse,Virginia Woolf,Fiction,http://books.google.com/books/content?id=Ak83vQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,An English family's complex lives are followed and picked up again after a 10 year hiatus in order to explore the effects of time.,1927.0,3.77,242.0,488.0,To the Lighthouse,9780156030472 An English family's complex lives are followed and picked up again after a 10 year hiatus in order to explore the effects of time.
9780156118705,015611870X,Between the Acts,Virginia Woolf,Fiction,http://books.google.com/books/content?id=CjH5ATR3vvQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Isa and her husband must confront each other after a day of pageantry and emotional tension,1969.0,3.64,224.0,4202.0,Between the Acts,9780156118705 Isa and her husband must confront each other after a day of pageantry and emotional tension
9780156119078,0156119072,Big Anthony and the Magic Ring,Tomie DePaola,Juvenile Fiction,http://books.google.com/books/content?id=U5sYvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When Big Anthony borrows Strega Nona's magic ring to turn himself into a handsome man, he gets more trouble than fun.",1979.0,4.1,32.0,443.0,Big Anthony and the Magic Ring,"9780156119078 When Big Anthony borrows Strega Nona's magic ring to turn himself into a handsome man, he gets more trouble than fun."
9780156400572,015640057X,Henry and June,Anaïs Nin,"Authors, American",http://books.google.com/books/content?id=e_y_H-HHNDgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A year in the life (1931-1932) of writer Anais Nin when she met Henry Miller and his wife June.,1986.0,3.95,304.0,7535.0,Henry and June: From the Unexpurgated Diary of Anaïs Nin,9780156400572 A year in the life (1931-1932) of writer Anais Nin when she met Henry Miller and his wife June.
9780156421171,0156421178,Homage to Catalonia,George Orwell,History,http://books.google.com/books/content?id=MXwx-pTmPNkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Presents the British novelist's firsthand report on the Spanish Civil War based on his experiences fighting against the Fascists,1952.0,4.15,232.0,27619.0,Homage to Catalonia,9780156421171 Presents the British novelist's firsthand report on the Spanish Civil War based on his experiences fighting against the Fascists
9780156443005,0156443007,Incest,Anaïs Nin,Biography & Autobiography,http://books.google.com/books/content?id=eDLFnmAcVTYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author's diary includes details of her relationships with Henry Miller and his wife, June, Antonin Artaud, Rene Allendy, Otto Rank, and her father",1993.0,4.0,432.0,279.0,"Incest: From ""A Journal of Love"": The Unexpurgated Diary of Anais Nin, 1932-1934","9780156443005 The author's diary includes details of her relationships with Henry Miller and his wife, June, Antonin Artaud, Rene Allendy, Otto Rank, and her father"
9780156443791,0156443791,The Inheritors,William Golding,Fiction,http://books.google.com/books/content?id=oGpXc3u3NOsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The impact on a small surviving band of Neanderthal food gatherers of the arrival of Homo sapiens, a clever and ruthless killer.",1962.0,3.53,240.0,2681.0,The Inheritors,"9780156443791 The impact on a small surviving band of Neanderthal food gatherers of the arrival of Homo sapiens, a clever and ruthless killer."
9780156572040,0156572044,"Marcovaldo, Or, The Seasons in the City",Italo Calvino,Fiction,http://books.google.com/books/content?id=mhsJJLrIHZYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Marcovaldo, and irrepressible dreamer and inveterate schemer embarks on a series of adventures, with unpredictable results",1983.0,3.88,128.0,5381.0,"Marcovaldo, Or, The Seasons in the City","9780156572040 Marcovaldo, and irrepressible dreamer and inveterate schemer embarks on a series of adventures, with unpredictable results"
9780156628709,0156628708,Mrs. Dalloway,Virginia Woolf,Fiction,http://books.google.com/books/content?id=uFHavgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A poignant portrayal of the thoughts and events that comprise one day in a woman's life,1981.0,3.79,197.0,7971.0,Mrs. Dalloway,9780156628709 A poignant portrayal of the thoughts and events that comprise one day in a woman's life
9780156632775,0156632772,Murder in the Cathedral,Thomas Stearns Eliot,Drama,http://books.google.com/books/content?id=KNrzg_kxAPEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A play in verse form dramatizes the murder of Archbishop Thomas Becket by four knights of Henry II's court,1963.0,3.76,148.0,6500.0,Murder in the Cathedral,9780156632775 A play in verse form dramatizes the murder of Archbishop Thomas Becket by four knights of Henry II's court
9780156701761,0156701766,The Orwell Reader,George Orwell,Literary Collections,http://books.google.com/books/content?id=DfQlqJxcl0MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Selections reveal the development of Orwell's personality and thinking during the thirties and forties,1961.0,4.37,480.0,265.0,"The Orwell Reader: Fiction, Essays, and Reportage",9780156701761 Selections reveal the development of Orwell's personality and thinking during the thirties and forties
9780156717205,0156717204,The Philosophy of Andy Warhol,Andy Warhol,Art,http://books.google.com/books/content?id=Rkh473_wb9cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Warhol offers his observations of love, beauty, fame, work, and art and discusses the continuous play and display of his many fetishes",1977.0,3.73,272.0,32180.0,The Philosophy of Andy Warhol: From A to B and Back Again,"9780156717205 Warhol offers his observations of love, beauty, fame, work, and art and discusses the continuous play and display of his many fetishes"
9780156907392,0156907399,To the Lighthouse,Virginia Woolf,Fiction,http://books.google.com/books/content?id=ng0Tg0FhRggC&printsec=frontcover&img=1&zoom=1&source=gbs_api,An English family's complex lives are followed and picked up again after a ten year hiatus in order to explore the effects of time,1981.0,3.77,209.0,4009.0,To the Lighthouse,9780156907392 An English family's complex lives are followed and picked up again after a ten year hiatus in order to explore the effects of time
9780156913218,0156913216,Travels in Hyper Reality,Umberto Eco,Literary Collections,http://books.google.com/books/content?id=NuPQxNl1rJEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Essays discuss the Middle Ages, language, culture, the media, sports, fashion, photography, films, and philosophy",1990.0,3.89,324.0,1982.0,Travels in Hyper Reality: Essays,"9780156913218 Essays discuss the Middle Ages, language, culture, the media, sports, fashion, photography, films, and philosophy"
9780156935906,0156935902,The Virginia Woolf Reader,Virginia Woolf,Literary Criticism,http://books.google.com/books/content?id=UUyyx3Y50xQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents five short stories, essays, correspondence, and selections from four novels by the prominent British author",1984.0,4.1,384.0,163.0,The Virginia Woolf Reader,"9780156935906 Presents five short stories, essays, correspondence, and selections from four novels by the prominent British author"
9780156948708,0156948702,The Waste Land,Thomas Stearns Eliot;Ezra Pound,Poetry,http://books.google.com/books/content?id=iNFu0Im2wPcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Biographical material accompanies reproductions of T. S. Eliot's original manuscript and notes,1974.0,4.11,149.0,240.0,"The Waste Land: A Facsimile and Transcript of the Original Drafts, Including the Annotations of Ezra Pound",9780156948708 Biographical material accompanies reproductions of T. S. Eliot's original manuscript and notes
9780156949521,0156949520,The Watcher & Other Stories,Italo Calvino,Fiction,http://books.google.com/books/content?id=WdIlWkplbNoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The Italian writer is concerned with grotesque or farcical events of the future,1975.0,3.72,181.0,432.0,The Watcher & Other Stories,9780156949521 The Italian writer is concerned with grotesque or farcical events of the future
9780192751164,0192751166,Tales of the Norse Gods,,Juvenile Fiction,http://books.google.com/books/content?id=jj2SxgaaKIoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Collects stories of courageous women, revenege, strength in battle, legendary heroes, beasts, dwarves, and Viking gods adapted from the Norse tradition.",2001.0,4.07,160.0,40.0,Tales of the Norse Gods,"9780192751164 Collects stories of courageous women, revenege, strength in battle, legendary heroes, beasts, dwarves, and Viking gods adapted from the Norse tradition."
9780192802378,0192802372,Emma,Jane Austen,Literary Criticism,http://books.google.com/books/content?id=VhQ7F6Papb8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,This title is also availble as a film.,2003.0,3.99,402.0,725.0,Emma,9780192802378 This title is also availble as a film.
9780192833594,0192833596,Great Expectations,Charles Dickens,Fiction,http://books.google.com/books/content?id=HByVN01euAAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Presents the classic story of the orphan Pip, the convict Magwitch, the beautiful Estella, and her guardian, the embittered Miss Havisham",1998.0,3.76,505.0,523790.0,Great Expectations,"9780192833594 Presents the classic story of the orphan Pip, the convict Magwitch, the beautiful Estella, and her guardian, the embittered Miss Havisham"
9780192833983,0192833987,War and Peace,Leo Tolstoy;graf Leo Tolstoy,Fiction,http://books.google.com/books/content?id=9nxfsPujsYoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Presents the classic epic of the Napoleonic Wars and their effects on four Russian families,1998.0,4.11,1392.0,201919.0,War and Peace,9780192833983 Presents the classic epic of the Napoleonic Wars and their effects on four Russian families
9780192835024,0192835025,The Divine Comedy,Dante Alighieri;Charles Hubert Sisson;David H. Higgins,Poetry,http://books.google.com/books/content?id=wmacUwleJv8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A new blank verse translation of Dante's epic, complete with an authoritative Introduction, diagrams, maps, and notes.",1998.0,4.07,735.0,173.0,The Divine Comedy,"9780192835024 A new blank verse translation of Dante's epic, complete with an authoritative Introduction, diagrams, maps, and notes."
9780192835079,0192835076,Hans Andersen's Fairy Tales,Hans Christian Andersen,Juvenile Fiction,http://books.google.com/books/content?id=5SD3l6DNFNYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"This edition of twenty-six of Andersen's fairy tales includes an introduction, a chronology of the author's life and writings, and a bibliography.",1998.0,3.9,376.0,17.0,Hans Andersen's Fairy Tales: A Selection,"9780192835079 This edition of twenty-six of Andersen's fairy tales includes an introduction, a chronology of the author's life and writings, and a bibliography."
9780192840509,0192840509,Aesop's Fables,Laura Gibbs,Fiction,http://books.google.com/books/content?id=K7XwvvIfXh4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,A collection of familiar short moral tales.,2002.0,4.05,306.0,95008.0,Aesop's Fables,9780192840509 A collection of familiar short moral tales.
9780192875341,0192875345,Augustine,Henry Chadwick,History,http://books.google.com/books/content?id=7CERngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Describes Augustine's education, discusses the major themes of his writings, and assesses his influence on Western thought",1986.0,3.74,128.0,12.0,Augustine,"9780192875341 Describes Augustine's education, discusses the major themes of his writings, and assesses his influence on Western thought"
9780195087444,0195087445,Inferno,Dante Alighieri,Literary Criticism,http://books.google.com/books/content?id=SZk6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Translation of the classic Italian epic about Dante and Virgil's journey into the nine regions of hell,1997.0,4.0,672.0,449.0,Inferno: The Divine Comedy of Dante Alighieri,9780195087444 Translation of the classic Italian epic about Dante and Virgil's journey into the nine regions of hell
9780195098310,0195098315,Paul Revere's Ride,David Hackett Fischer,Art,http://books.google.com/books/content?id=Ny6if53o9hwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Discusses the events leading up to Paul Revere's ride, and reinforces his importance in the history of the Revolutionary War",1995.0,4.11,464.0,3651.0,Paul Revere's Ride,"9780195098310 Discusses the events leading up to Paul Revere's ride, and reinforces his importance in the history of the Revolutionary War"
9780195121216,019512121X,The Great Wave,David Hackett Fischer,Business & Economics,http://books.google.com/books/content?id=o8ea33eCFQgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Who is seriously concerned about the state of the world today.,1999.0,3.96,552.0,194.0,The Great Wave: Price Revolutions and the Rhythm of History,9780195121216 Who is seriously concerned about the state of the world today.
9780195153828,0195153820,Norse Mythology,John Lindow,Fiction,http://books.google.com/books/content?id=Y4gRDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Provides information on the gods, heroes, rituals, beliefs, symbols, and stories of Norse mythology.",2001.0,4.1,365.0,1062.0,"Norse Mythology: A Guide to Gods, Heroes, Rituals, and Beliefs","9780195153828 Provides information on the gods, heroes, rituals, beliefs, symbols, and stories of Norse mythology."
9780198320210,0198320213,A Midsummer Night's Dream,William Shakespeare,Juvenile Nonfiction,http://books.google.com/books/content?id=KKXNWgFUOjIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Critical and historical notes accompany this comedy of fairies, star-crossed lovers, and workmen trying to put on a wedding celebration play.",2001.0,3.94,99.0,14.0,A Midsummer Night's Dream,"9780198320210 Critical and historical notes accompany this comedy of fairies, star-crossed lovers, and workmen trying to put on a wedding celebration play."
9780198320548,019832054X,King Lear,William Shakespeare,Juvenile Nonfiction,http://books.google.com/books/content?id=Pye7uOhQXwoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Presents Shakespeare's tragedy about King Lear and his attempts to divide his kingdom between his three daughters.,2002.0,3.9,192.0,268.0,King Lear,9780198320548 Presents Shakespeare's tragedy about King Lear and his attempts to divide his kingdom between his three daughters.
9780198321460,0198321465,Macbeth,William Shakespeare,Juvenile Nonfiction,http://books.google.com/books/content?id=Accmh8KVG4gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Critical and historical notes accompany Shakespeare's drama of murder, political ambition, and the persistence of guilt.",2004.0,3.89,160.0,150.0,Macbeth,"9780198321460 Critical and historical notes accompany Shakespeare's drama of murder, political ambition, and the persistence of guilt."
9780198321477,0198321473,Much Ado about Nothing,William Shakespeare,Juvenile Nonfiction,http://books.google.com/books/content?id=gHxbbwhmFhcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Depicts the humorous mishaps which follow when young Claudio is duped into believing his fiancee has been unfaithful.,2004.0,4.06,160.0,37.0,Much Ado about Nothing,9780198321477 Depicts the humorous mishaps which follow when young Claudio is duped into believing his fiancee has been unfaithful.
9780199203611,019920361X,The Major Works,Alexander Pope,Poetry,http://books.google.com/books/content?id=N-P6v44wHxkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Features selections of the author's prose and poems, including the full texts of ""The Dunciad,"" ""The Rape of the Lock,"" and ""Peri Bathous.""",2006.0,3.88,768.0,207.0,The Major Works,"9780199203611 Features selections of the author's prose and poems, including the full texts of ""The Dunciad,"" ""The Rape of the Lock,"" and ""Peri Bathous."""
9780226300689,0226300684,The Complete Tales of Nikolai Gogol,Nikolai Gogol;Николай Васильевич Гоголь,Fiction,http://books.google.com/books/content?id=FRTtBFZiWUUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,A collection of short stories portrays life in rural Russia and satirizes Russian society,1985.0,4.32,302.0,299.0,The Complete Tales of Nikolai Gogol,9780226300689 A collection of short stories portrays life in rural Russia and satirizes Russian society
9780226307756,0226307751,Greek Tragedies,David Grene;Richmond Lattimore,Literary Criticism,http://books.google.com/books/content?id=2ZE50d6fipUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of 15 plays by Euripedes, Sophocles, and Aeschylus including Aeschylus' Orestiae and Euripedes' Oedipus trilogy",1960.0,4.28,304.0,315.0,Greek Tragedies,"9780226307756 A collection of 15 plays by Euripedes, Sophocles, and Aeschylus including Aeschylus' Orestiae and Euripedes' Oedipus trilogy"
9780226467719,0226467716,Moral Politics,George Lakoff,Language Arts & Disciplines,http://books.google.com/books/content?id=R-4YBCYx6YsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"In this classic text, Lakoff analyses the unconscious and rhetorical worldviews of liberals and conservatives, discovering radically different but remarkably consistent conceptions of morality.",2002.0,4.03,471.0,1215.0,"Moral Politics: How Liberals and Conservatives Think, Second Edition","9780226467719 In this classic text, Lakoff analyses the unconscious and rhetorical worldviews of liberals and conservatives, discovering radically different but remarkably consistent conceptions of morality."
9780226500607,0226500608,A River Runs Through It,Norman Maclean,Biography & Autobiography,http://books.google.com/books/content?id=otrz-KkRIBEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,The narrator and his brother become fascinated with fly fishing and the Big Blackfoot River,1989.0,4.17,168.0,5885.0,A River Runs Through It,9780226500607 The narrator and his brother become fascinated with fly fishing and the Big Blackfoot River
9780252019814,0252019814,Chicago Stories,James Thomas Farrell;Professor James T Farrell,Fiction,http://books.google.com/books/content?id=KOyfpN40l0wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Presents twenty-five short fiction stories by American author James Farrell, drawn from his first ten collection, all set in Chicago.",1998.0,3.89,296.0,38.0,Chicago Stories,"9780252019814 Presents twenty-five short fiction stories by American author James Farrell, drawn from his first ten collection, all set in Chicago."
9780253204783,025320478X,The Basic Problems of Phenomenology,Martin Heidegger,Philosophy,http://books.google.com/books/content?id=VmatHCLJ4Q4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Continues and extends explorations begun in Being and Time.,1988.0,4.28,432.0,437.0,The Basic Problems of Phenomenology,9780253204783 Continues and extends explorations begun in Being and Time.
9780253209306,0253209307,Dante's Inferno,Dante (Alighieri);Dante Alighieri,Poetry,http://books.google.com/books/content?id=TPkqYo-6QwkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Presents a verse translation of Dante's ""Inferno"" along with ten essays that analyze the different interpretations of the first canticle of the ""Divine Comedy.""",1995.0,4.0,432.0,44.0,Dante's Inferno: The Indiana Critical Edition,"9780253209306 Presents a verse translation of Dante's ""Inferno"" along with ten essays that analyze the different interpretations of the first canticle of the ""Divine Comedy."""
9780261102200,0261102206,The Treason of Isengard,John Ronald Reuel Tolkien;Christopher Tolkien,English fiction,http://books.google.com/books/content?id=Hon4PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Fantasy-roman.,2002.0,4.16,465.0,93.0,"The Treason of Isengard: The History of the Lord of the Rings, Part Two",9780261102200 Fantasy-roman.
9780261102637,026110263X,The Monsters and the Critics,John Ronald Reuel Tolkien,Beowulf,http://books.google.com/books/content?id=C1MAfDVCsRMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A collection of seven essays by J.R.R. Tolkien arising out of Tolkien's work in medieval literature,1997.0,3.93,240.0,3375.0,The Monsters and the Critics: And Other Essays,9780261102637 A collection of seven essays by J.R.R. Tolkien arising out of Tolkien's work in medieval literature
9780261103306,026110330X,"The Hobbit, Or, There and Back Again",John Ronald Reuel Tolkien;Alan Lee,"Baggins, Bilbo (Fictitious character)",http://books.google.com/books/content?id=0k0IQAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The adventures of the well-to-do hobbit, Bilbo Baggins who lived happily in his comfortable house until a wandering wizard granted his wish.",1997.0,4.26,289.0,535.0,"The Hobbit, Or, There and Back Again","9780261103306 The adventures of the well-to-do hobbit, Bilbo Baggins who lived happily in his comfortable house until a wandering wizard granted his wish."
9780262540421,0262540428,Elbow Room,Daniel Clement Dennett,Philosophy,http://books.google.com/books/content?id=P4NtNzOKxycC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Essays discuss reason, self-control, self-definition, time, cause and effect, accidents, and responsibility, and explain why people want free will",1984.0,3.92,200.0,474.0,Elbow Room: The Varieties of Free Will Worth Wanting,"9780262540421 Essays discuss reason, self-control, self-definition, time, cause and effect, accidents, and responsibility, and explain why people want free will"
9780262632034,0262632039,Inattentional Blindness,Arien Mack;Irvin Rock,Psychology,http://books.google.com/books/content?id=STeqPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Arien Mack and Irvin Rock make the radical claim that there is no conscious perception of the visual world without attention to it.,2000.0,4.2,287.0,10.0,Inattentional Blindness,9780262632034 Arien Mack and Irvin Rock make the radical claim that there is no conscious perception of the visual world without attention to it.
9780262680936,0262680939,"Turtles, Termites, and Traffic Jams",Mitchel Resnick,Computers,http://books.google.com/books/content?id=K8P1rX8T4kYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"""A Bradford book."" Includes bibliographical references (p. [157]-163).",1997.0,3.85,184.0,126.0,"Turtles, Termites, and Traffic Jams: Explorations in Massively Parallel Microworlds","9780262680936 ""A Bradford book."" Includes bibliographical references (p. [157]-163)."
9780275991166,0275991164,C. S. Lewis,Bruce L. Edwards,Literary Criticism,http://books.google.com/books/content?id=mAL6V-aM7KkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Examines the life and works of the British author and scholar, best known for his creation of ""The Chronicles of Narnia"" series.",2007.0,4.43,1416.0,6.0,"C. S. Lewis: Life, Works, and Legacy","9780275991166 Examines the life and works of the British author and scholar, best known for his creation of ""The Chronicles of Narnia"" series."
9780292760288,0292760280,100 Love Sonnets,Pablo Neruda,Poetry,http://books.google.com/books/content?id=imyWxbj-n2AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Poems explore the depths of the distinguished Chilean writer's love for his wife,1986.0,4.4,232.0,12284.0,100 Love Sonnets: Cien sonetos de amor,9780292760288 Poems explore the depths of the distinguished Chilean writer's love for his wife
9780300062908,0300062907,The Shaping of America: A Geographical Perspective on 500 Years of History,D. W. Meinig,History,http://books.google.com/books/content?id=Rk-LFPFl_3YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"V.1. Atlantic America, 1492-1800, V.2. Continental America, 1800-1967.",1986.0,4.15,636.0,25.0,"The Shaping of America: A Geographical Perspective on 500 Years of History: Volume 2: Continental America, 1800–1867","9780300062908 V.1. Atlantic America, 1492-1800, V.2. Continental America, 1800-1967."
9780300078152,0300078153,Seeing Like a State,James C. Scott,Political Science,http://books.google.com/books/content?id=PqcPCgsr2u0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Scott analyzes failed cases of large-scale authoritarian plans in a variety of fields.,1998.0,4.19,445.0,2316.0,Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed,9780300078152 Scott analyzes failed cases of large-scale authoritarian plans in a variety of fields.
9780300093056,0300093055,Long Day's Journey Into Night,Eugene O'Neill,Drama,http://books.google.com/books/content?id=43dmWfWi_2MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A play about a family of four psychologically disturbed people reveals aspects of the author's own life.,2002.0,4.07,179.0,31450.0,Long Day's Journey Into Night,9780300093056 A play about a family of four psychologically disturbed people reveals aspects of the author's own life.
9780300098259,0300098251,The Voices of Morebath,Eamon Duffy,History,http://books.google.com/books/content?id=E45TQd678hYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,- Winner of the Hawthornden Prize for Literature.,2003.0,3.7,232.0,344.0,The Voices of Morebath: Reformation and Rebellion in an English Village,9780300098259 - Winner of the Hawthornden Prize for Literature.
9780300108484,0300108486,Cosmos,Witold Gombrowicz;Danuta Borchardt,Fiction,http://books.google.com/books/content?id=60sZmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Within the genre of crime fiction, Gombrowicz explores the angst of human existence",2005.0,4.03,208.0,1801.0,Cosmos,"9780300108484 Within the genre of crime fiction, Gombrowicz explores the angst of human existence"
