isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description
9780590100564,0590100564,Common Ground,Molly Bang,Juvenile Nonfiction,http://books.google.com/books/content?id=LSpkG31BYDUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Imagines a village in which there are too many people consuming shared resources and discusses the challenge of handling our world's environment safely.,1997.0,3.75,40.0,92.0,"Common Ground: The Water, Earth, and Air We Share",9780590100564 Imagines a village in which there are too many people consuming shared resources and discusses the challenge of handling our world's environment safely.
9780590135894,0590135899,Scary stories 3,Alvin Schwartz,Folklore,http://books.google.com/books/content?id=tQNDoaGr8OkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"More traditional and modern-day stories of ghosts, haunts, superstitions, monsters, and horrible scary things.",1991.0,4.21,113.0,105.0,Scary stories 3: more tales to chill your bones,"9780590135894 More traditional and modern-day stories of ghosts, haunts, superstitions, monsters, and horrible scary things."
9780590209342,0590209345,Persuasive Writing,Tara McCarthy,Juvenile Nonfiction,http://books.google.com/books/content?id=juB6zbcyUBQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Provides practical ideas and strategies for exploring and teaching persuasive writing in grades 4-8. Includes reproducibles, graphic organizers, mini-lessons and check-lists.",1998.0,3.2,64.0,5.0,Persuasive Writing,"9780590209342 Provides practical ideas and strategies for exploring and teaching persuasive writing in grades 4-8. Includes reproducibles, graphic organizers, mini-lessons and check-lists."
9780590213110,0590213113,P.S. Longer Letter Later,Paula Danziger,Friendship,http://books.google.com/books/content?id=Usv9XSDU274C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Twelve-year-old best friends Elizabeth and Tara-Starr continue their friendship through letter-writing after Tara-Starr's family moves to another state.,1999.0,3.77,234.0,2650.0,P.S. Longer Letter Later,9780590213110 Twelve-year-old best friends Elizabeth and Tara-Starr continue their friendship through letter-writing after Tara-Starr's family moves to another state.
9780590227162,0590227165,How Much is that Guinea Pig in the Window?,Joanne Rocklin,Contests,http://books.google.com/books/content?id=DH5UGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Mr. Day's fourth-grade class has a contest, recycling bottles and cans so that they will have enough money to buy a guinea pig.",1995.0,4.12,48.0,24.0,How Much is that Guinea Pig in the Window?,"9780590227162 Mr. Day's fourth-grade class has a contest, recycling bottles and cans so that they will have enough money to buy a guinea pig."
9780590317672,0590317679,Run,William Sleator,Detective and mystery stories,http://books.google.com/books/content?id=ctBxKTLJoyYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Three teen-agers, thrown together by chance in an isolated house, become increasingly aware of a threat lurking in the darkness outside.",1973.0,3.07,137.0,53.0,Run,"9780590317672 Three teen-agers, thrown together by chance in an isolated house, become increasingly aware of a threat lurking in the darkness outside."
9780590407328,0590407325,The Trolley Car Family,Eleanor Clymer,Family life,,The Parker's acquisition of an old trolley car results in a delightful summer in the country and a new job for Father.,1987.0,4.14,256.0,300.0,The Trolley Car Family,9780590407328 The Parker's acquisition of an old trolley car results in a delightful summer in the country and a new job for Father.
9780590413817,0590413813,Mrs. Piggle-Wiggle's farm,Betty MacDonald,Behavior,http://books.google.com/books/content?id=kwVoNYhvKuMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Mrs. Piggle-Wiggle cured a child who could not tell the truth, another who neglected her pets, and a boy who broke everything in sight.",1987.0,4.16,128.0,63.0,Mrs. Piggle-Wiggle's farm,"9780590413817 Mrs. Piggle-Wiggle cured a child who could not tell the truth, another who neglected her pets, and a boy who broke everything in sight."
9780590425575,0590425579,Drina Dances Again,Jean Estoril,Acting,,"When an untimely injury sidelines her from her dancing, Drina joins the cast of a play to keep her mind off her pulled muscle.",1989.0,4.1,186.0,219.0,Drina Dances Again,"9780590425575 When an untimely injury sidelines her from her dancing, Drina joins the cast of a play to keep her mind off her pulled muscle."
9780590430265,0590430262,The Littles and the Lost Children,John Peterson,Juvenile Fiction,http://books.google.com/books/content?id=W6hXPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Winkie and Tip Small-Fry, two members of a community of small people, become lost in Trash City, the secret community under the town dump.",1991.0,3.75,112.0,291.0,The Littles and the Lost Children,"9780590430265 Winkie and Tip Small-Fry, two members of a community of small people, become lost in Trash City, the secret community under the town dump."
9780590434119,059043411X,Vampires Don't Wear Polka Dots,Debbie Dadey;Marcia Thornton Jones,Juvenile Fiction,http://books.google.com/books/content?id=QY6a-2MatiMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The third-grade class at Bailey Elementary is convinced that its teacher is a vampire.,1990.0,3.8,80.0,6834.0,Vampires Don't Wear Polka Dots,9780590434119 The third-grade class at Bailey Elementary is convinced that its teacher is a vampire.
9780590440615,0590440616,Werewolves Don't Go to Summer Camp,Debbie Dadey;Marcia Thornton Jones,Juvenile Fiction,http://books.google.com/books/content?id=amxxngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Bailey Elementary School third graders are greeted at camp by Mr. Jenkins, a growling barefoot creature who eats raw hamburgers and avoids lights.",1991.0,3.83,96.0,2119.0,Werewolves Don't Go to Summer Camp,"9780590440615 The Bailey Elementary School third graders are greeted at camp by Mr. Jenkins, a growling barefoot creature who eats raw hamburgers and avoids lights."
9780590444255,0590444255,Koko's Kitten,Francine Patterson;Ronald H. Cohn,Juvenile Nonfiction,http://books.google.com/books/content?id=OHxxHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Tells the story of a gorilla that communicates with humans using sign language and her love for her kitten, All Ball.",1987.0,4.3,32.0,944.0,Koko's Kitten,"9780590444255 Tells the story of a gorilla that communicates with humans using sign language and her love for her kitten, All Ball."
9780590456807,0590456806,The Stranger,Caroline B. Cooney,Horror stories.,http://books.google.com/books/content?id=jLemheqAQVkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Drawn to the dark and mysterious Jethro, Nicoletta follows the strange boy to a deserted cave, where she learns his dark secrets.",1993.0,3.55,198.0,55.0,The Stranger,"9780590456807 Drawn to the dark and mysterious Jethro, Nicoletta follows the strange boy to a deserted cave, where she learns his dark secrets."
9780590475365,0590475363,The mystery of the missing cat,Gertrude Chandler Warner,Cats,http://books.google.com/books/content?id=TZDsr_QvXZkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The mysterious disappearance of a reclusive neighbor's cat involves the Boxcar children in some complicated detective work.,1994.0,3.8,119.0,3.0,The mystery of the missing cat,9780590475365 The mysterious disappearance of a reclusive neighbor's cat involves the Boxcar children in some complicated detective work.
9780590488129,0590488120,These Happy Golden Years,Laura Ingalls Wilder,Adventure stories,http://books.google.com/books/content?id=591ySlNL2r8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Laura has her first experiences as a teacher, and is courted by Almanzo Wilder.",1953.0,4.19,289.0,297.0,These Happy Golden Years,"9780590488129 Laura has her first experiences as a teacher, and is courted by Almanzo Wilder."
9780590876124,0590876120,The Littles and Their Amazing New Friend,John Peterson,Juvenile Fiction,http://books.google.com/books/content?id=3uy8G-2RWOAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"On a hill above the Big Valley, the Littles make a discovery that changes their world--tiny people are living in the forest up there!",1999.0,3.92,112.0,181.0,The Littles and Their Amazing New Friend,"9780590876124 On a hill above the Big Valley, the Littles make a discovery that changes their world--tiny people are living in the forest up there!"
9780596006938,0596006934,IMovie 4 & IDVD,David Pogue,Computers,http://books.google.com/books/content?id=iHWandF67TIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Explains how to use the Macintosh video production programs to capture and edit digital videos, apply effects, create DVD menus, and burn DVDs.",2004.0,3.25,496.0,4.0,IMovie 4 & IDVD: The Missing Manual,"9780596006938 Explains how to use the Macintosh video production programs to capture and edit digital videos, apply effects, create DVD menus, and burn DVDs."
9780596523695,0596523696,Ruby Cookbook,Lucas Carlson;Leonard Richardson,Computers,http://books.google.com/books/content?id=E_KMa5Zab0MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Provides information on using the Ruby programming language, covering such topics as strings and arrays, XML processing, Ruby on Rails, databases, and graphics.",2006.0,3.82,873.0,163.0,Ruby Cookbook,"9780596523695 Provides information on using the Ruby programming language, covering such topics as strings and arrays, XML processing, Ruby on Rails, databases, and graphics."
9780596527082,059652708X,MySQL Cookbook,Paul DuBois,Computers,http://books.google.com/books/content?id=hVq4K3px5_kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Describes the features and functions of MySQL 5.0 along with short code pieces and programming examples.,2007.0,3.99,980.0,125.0,MySQL Cookbook,9780596527082 Describes the features and functions of MySQL 5.0 along with short code pieces and programming examples.
9780609602195,0609602195,The Barefoot Contessa Cookbook,Ina Garten,Cooking,http://books.google.com/books/content?id=5eIVAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents a collection of recipes for appetizers, entrees, desserts, and accompaniments",1999.0,4.15,256.0,27422.0,The Barefoot Contessa Cookbook: Secrets from the Legendary Specialty Food Store for Simple Food and Party Platters You Can Make at Home,"9780609602195 Presents a collection of recipes for appetizers, entrees, desserts, and accompaniments"
9780609801406,0609801406,Full House,Stephen Jay Gould,Science,http://books.google.com/books/content?id=E4JAjd9v8XYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Argues against popular conceptions about the nature of progress and evolution, and shows how variety is the essence of life",1997.0,3.95,256.0,1604.0,Full House: The Spread of Excellence from Plato to Darwin,"9780609801406 Argues against popular conceptions about the nature of progress and evolution, and shows how variety is the essence of life"
9780609804247,0609804243,Awakening Intuition,Mona Lisa Schulz,Health & Fitness,http://books.google.com/books/content?id=Krb1esfF0a4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Explains how to access intuition through the signals given by one's body and feelings in order to attain maximum physical and psychological health,1999.0,3.92,397.0,304.0,Awakening Intuition: Using Your Mind-Body Network for Insight and Healing,9780609804247 Explains how to access intuition through the signals given by one's body and feelings in order to attain maximum physical and psychological health
9780609808344,0609808346,Dispatches from the Tenth Circle,Robert Siegel,Humor,http://books.google.com/books/content?id=7vTrdF38Q_sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Collects articles from The Onion satirizing people and issues including legislators, religion, small towns, anti-tobacco propaganda, celebrities, and Starbucks.",2001.0,4.2,174.0,3443.0,Dispatches from the Tenth Circle: The Best of The Onion,"9780609808344 Collects articles from The Onion satirizing people and issues including legislators, religion, small towns, anti-tobacco propaganda, celebrities, and Starbucks."
9780613371650,0613371658,The Princess Diaries,Meg Cabot,Juvenile Fiction,http://books.google.com/books/content?id=KpjTpilQrdgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"With wry, observant wit, crown princess Mia chronicles her rocky first month of high school.",2001.0,3.78,283.0,210665.0,The Princess Diaries,"9780613371650 With wry, observant wit, crown princess Mia chronicles her rocky first month of high school."
9780613926553,0613926552,Laura Ingalls Wilder Country,"William Anderson;William T Anderson, Ed.",History,http://books.google.com/books/content?id=uSRWPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents a portrait of the land and people made famous in the ""Little House"" series, using family photos, memorabilia, and archival material",1990.0,4.23,120.0,463.0,Laura Ingalls Wilder Country: The People And Places in Laura Ingalls Wilder's Life,"9780613926553 Presents a portrait of the land and people made famous in the ""Little House"" series, using family photos, memorabilia, and archival material"
9780613996983,0613996984,East of Eden,John Steinbeck,Fiction,http://books.google.com/books/content?id=E7sfPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The biblical account of Cain and Abel is echoed in the history of two generations of the Trask family in California,1992.0,4.37,602.0,34.0,East of Eden,9780613996983 The biblical account of Cain and Abel is echoed in the history of two generations of the Trask family in California
9780618009367,0618009361,Farmer Giles of Ham,John Ronald Reuel Tolkien,Fiction,http://books.google.com/books/content?id=rIXKwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the story that inspired Tolkien's Roverandom, a reluctant hero finds himself confronting a foul dragon in order to save his village from destruction.",1999.0,3.84,127.0,5221.0,"Farmer Giles of Ham: The Rise and Wonderful Adventures of Farmer Giles, Lord of Tame, Count of Worminghall, and King of the Little Kingdom","9780618009367 In the story that inspired Tolkien's Roverandom, a reluctant hero finds himself confronting a foul dragon in order to save his village from destruction."
